Term	POS1	POS2	POS3	POS4		Anger	Disgust	Fear	Happiness	Sadness	Surprise	Polarity1	Polarity2	Polarity3	Polarity4	Polarity_Avg	Emotion_Affected_Polarity	Normalized_Polarity
ανυπόκριτος -η -ο	ADJ	ADJ	ADJ	ADJ		1.33	1.33	1.0	2.33	1.0	1.67	1	0	-1	1	0.25	0.33	0.97
ανυπομονησία	NOUN	NOUN	NOUN	NOUN		1.5	1.0	1.0	3.25	1.0	1.75	0.5	1	0.5	0.5	0.62	0.91	2.21
ανυπομονώ	VERB	VERB	VERB	VERB		1.5	1.0	1.0	3.25	1.0	1.5	0.5	1	0.5	0.5	0.62	0.9	2.19
ανώριμος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	2.5	1.0	1.0	1.5	1.0	-1	-1	-1	-1	-1.0	-1.45	-2.83
ανώτερος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.0	1.0	2.0	1	0	1	1	0.75	1.05	2.51
ανωτερότητα	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.75	1.0	1.25	1	1	1	1	1.0	1.21	2.85
αξία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	3.0	1	0	1	0	0.5	0.85	2.08
αξιολάτρευτος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	4.0	1.0	2.75	1	1	1	1	1.0	1.54	3.55
αόριστος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	1.0	1.0	1.0	1.0	1.0	-1	0	-1	0	-0.5	-0.75	-1.33
απαγγέλλω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.0	1.0	1.0	0	0	0	0	0.0	0.05	0.37
απαίσιος -α -ο	ADJ	ADJ	ADJ	ADJ		3.0	4.0	1.25	1.0	1.75	1.5	-1	-1	-1	-1	-1.0	-1.73	-3.42
απαλύνω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.33	1.33	1.33	1	0	1	1	0.75	0.85	2.08
απανθρωπιά	NOUN	NOUN	NOUN	NOUN		3.25	2.75	1.5	1.0	3.0	1.5	-1	-1	-1	-1	-1.0	-1.78	-3.53
απανθρωποποίηση	NOUN	NOUN	NOUN	NOUN		3.0	2.67	2.0	1.0	2.67	1.67	-1	0	-1	-1	-0.75	-1.5	-2.93
απάνθρωπος -η -ο	ADJ	ADJ	ADJ	ADJ		3.25	3.0	1.75	1.0	2.75	1.5	-1	-1	-1	-1	-1.0	-1.8	-3.57
απαξάπαντες	ADJ	ADJ	ADJ	ADJ		2.5	1.5	1.0	1.5	1.5	2.0	-0.5	0	-1	0	-0.38	-0.63	-1.08
απελπισία	NOUN	NOUN	NOUN	NOUN		2.75	1.75	1.75	1.0	3.5	2.0	-1	-1	-1	-1	-1.0	-1.68	-3.32
απελπισμένος -η -ο	ADJ	ADJ	ADJ	PART		2.75	1.75	1.75	1.0	3.5	1.75	-1	-1	-1	-1	-1.0	-1.69	-3.34
απερίγραπτος -η -ο	ADJ	ADJ	ADJ	ADJ		3.33	2.33	1.0	2.33	2.67	2.67	-0.5	0	-1	-0.5	-0.5	-0.83	-1.5
απεχθάνομαι	VERB	VERB	VERB	VERB		3.0	4.25	1.0	1.0	1.5	1.0	-1	-1	-1	-1	-1.0	-1.73	-3.42
απέχθεια	NOUN	NOUN	NOUN	NOUN		3.0	4.25	1.0	1.0	1.5	1.25	-1	-1	-1	-1	-1.0	-1.71	-3.38
απήδηχτος	ADJ	ADJ	ADJ	ADJ		3.5	3.25	1.0	1.0	1.5	2.0	-1	-0.5	-1	-1	-0.88	-1.5	-2.93
απλός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.5	0.5	1	0.62	0.47	1.27
απογοήτευση	NOUN	NOUN	NOUN	NOUN		1.75	2.25	1.0	1.0	4.0	1.5	-1	-1	-1	-1	-1.0	-1.62	-3.19
απογοητεύω	VERB	VERB	VERB	VERB		1.5	2.0	1.0	1.0	4.0	1.5	-1	-1	-1	-1	-1.0	-1.58	-3.1
αποδοκιμασία	NOUN	NOUN	NOUN	NOUN		3.25	2.75	1.0	1.0	2.25	1.25	-1	-1	-1	-1	-1.0	-1.66	-3.27
αποδώ	ADV	ADV	VERB	VERB		3.33	2.33	1.0	1.0	1.33	1.33	-0.5	0	-1	-1	-0.62	-1.15	-2.19
αποζητώ	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.33	2.67	1.33	-1	0	1	0	0.0	-0.03	0.2
αποζουρλαίνω	VERB	VERB	VERB	VERB		2.25	2.25	1.0	2.25	1.5	2.0	-0.5	-0.5	-1	-1	-0.75	-0.9	-1.65
απόλαυση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	4.5	1.0	2.0	1	1	1	1	1.0	1.6	3.68
απολειφάδι	NOUN	NOUN	NOUN	NOUN		2.25	3.75	1.0	1.0	1.0	1.0	-1	-1	-1	-1	-1.0	-1.55	-3.04
απονάρκωση	NOUN	NOUN	NOUN	NOUN		2.5	2.0	1.0	1.0	2.0	1.0	-1	0	-1	0	-0.5	-1.0	-1.87
άπονος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	1.5	1.5	1.0	2.5	1.25	-1	-1	-1	-1	-1.0	-1.49	-2.91
αποπνέω	VERB	VERB	VERB	VERB		1.0	1.67	1.67	2.33	2.33	1.0	0	0	0	0	0.0	-0.15	-0.05
απορφανίζω	VERB	VERB	VERB	VERB		3.0	2.33	2.0	1.0	3.33	1.33	-1	0	-1	-1	-0.75	-1.55	-3.04
αποσβολώνω	VERB	VERB	VERB	VERB		1.75	2.0	2.75	1.75	1.75	4.75	0	0	0	0	0.0	-0.24	-0.25
απόσκατα	NOUN	NOUN	NOUN	NOUN		3.5	4.75	1.0	1.0	2.5	1.25	-1	-1	-1	-1	-1.0	-1.91	-3.81
αποστασιοποιούμαι	VERB	VERB	VERB	VERB		2.5	1.0	1.0	1.0	1.0	1.0	-1	0	-1	0	-0.5	-0.8	-1.44
αποστέρηση	NOUN	NOUN	NOUN	NOUN		2.0	1.0	1.33	1.0	2.0	1.0	-1	0	-1	-1	-0.75	-1.13	-2.14
αποστολή	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
αποστρέφομαι	VERB	VERB	VERB	VERB		2.5	4.25	1.25	1.0	1.75	1.0	-1	-1	-1	-1	-1.0	-1.73	-3.42
αποστροφή 	NOUN	NOUN	NOUN	NOUN		2.5	4.25	1.25	1.0	1.75	1.0	-1	-1	-1	-1	-1.0	-1.73	-3.42
αποτροπιασμός	ADJ	NOUN	NOUN	NOUN		2.0	5.0	1.25	1.0	1.75	1.0	-1	-1	-1	-1	-1.0	-1.75	-3.47
αποτυφλώνω	VERB	VERB	VERB	VERB		2.5	2.5	2.0	1.0	2.0	1.5	-1	0	-1	0	-0.5	-1.12	-2.12
απόφοιτος	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
αποφορτίζω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	1.67	1.0	1.0	0	0	-1	1	0.0	-0.02	0.22
αποφόρτιση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	1.67	1.0	1.0	0	0	-1	1	0.0	-0.02	0.22
αποχαιρετισμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	1.25	2.25	1.0	-1	-1	-1	-1	-1.0	-1.23	-2.36
απόχρωση	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
αποχωρισμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.25	1.25	3.0	1.0	-1	-1	-1	-1	-1.0	-1.33	-2.57
απροίκιστος	ADJ	ADJ	ADJ	ADJ		2.0	2.33	1.0	1.0	2.0	1.67	-1	0	-1	-1	-0.75	-1.2	-2.29
απτικός -ή -ό	ADJ	ADJ	ADJ	ADJ		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
απύθμενος -η -ο	ADJ	ADJ	ADJ	ADJ		2.67	2.0	1.0	1.0	1.67	1.67	-1	0	-1	-0.5	-0.62	-1.07	-2.02
απώθηση	NOUN	NOUN	NOUN	NOUN		2.33	3.67	1.0	1.0	1.33	1.0	-1	-1	-1	0	-0.75	-1.33	-2.57
απωθώ	VERB	VERB	VERB	VERB		2.33	3.67	1.0	1.0	1.33	1.0	-1	-1	-1	0	-0.75	-1.33	-2.57
αραμπάς	NOUN	NOUN	NOUN	NOUN		2.0	3.0	1.0	1.0	1.0	1.0	-1	0	-1	0	-0.5	-0.95	-1.76
αράπακλας	NOUN	NOUN	NOUN	NOUN		2.75	3.5	1.75	1.0	1.25	1.75	-1	-1	-1	-1	-1.0	-1.64	-3.23
αράπης	NOUN	NOUN	NOUN	NOUN		2.5	3.25	2.0	1.0	1.0	1.25	-1	-1	-1	-1	-1.0	-1.61	-3.17
αραπιά	NOUN	NOUN	NOUN	NOUN		3.33	3.33	1.67	1.0	1.67	1.33	-1	0	-1	-1	-0.75	-1.48	-2.89
αρβανίτης	NOUN	NOUN	NOUN	NOUN		3.0	3.0	1.67	1.0	1.0	1.0	-1	0	-1	-1	-0.75	-1.37	-2.66
αρβανίτικος	ADJ	ADJ	ADJ	ADJ		3.0	3.0	1.67	1.0	1.0	1.0	-1	0	-1	-1	-0.75	-1.37	-2.66
αρβύλα	NOUN	NOUN	NOUN	NOUN		1.67	2.0	1.0	1.0	1.0	2.33	-1	0	-1	-1	-0.75	-1.0	-1.87
αρειμάνιος	ADJ	ADJ	ADJ	ADJ		3.0	1.5	1.25	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.39	-2.7
αρέσκομαι	VERB	VERB	VERB	VERB		1.0	1.0	1.0	3.5	1.0	2.25	1	1	1	1	1.0	1.41	3.27
αρέσω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	4.5	1.0	3.0	1	1	1	1	1.0	1.65	3.79
αριστοκράτης	NOUN	NOUN	NOUN	NOUN		1.5	2.5	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.8	-1.44
αριστοκρατία	NOUN	NOUN	NOUN	NOUN		1.5	2.5	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.8	-1.44
αριστοκράτισσα	NOUN	NOUN	NOUN	NOUN		1.5	2.5	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-0.8	-1.44
αρμονία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.75	1.0	2.25	1	1	1	1	1.0	1.46	3.38
αρναούτης	NOUN	NOUN	NOUN	NOUN		3.0	3.0	1.67	1.0	1.0	1.0	-1	0	-1	-1	-0.75	-1.37	-2.66
αρναούτικος	ADJ	ADJ	ADJ	ADJ		3.0	3.0	1.67	1.0	1.0	1.0	-1	0	-1	-1	-0.75	-1.37	-2.66
αρρωστημένος	ADJ	PART	PART	PART		2.75	4.0	2.25	1.0	1.75	1.5	-1	-1	-1	-1	-1.0	-1.8	-3.57
άρρωστος	NOUN	ADJ	ADJ	ADJ		2.25	3.5	2.25	1.0	1.75	1.5	-1	-1	-1	-1	-1.0	-1.7	-3.36
αρρωστοφαγία	NOUN	NOUN	NOUN	NOUN		2.33	3.33	2.67	1.0	1.67	1.67	-1	0	-1	-1	-0.75	-1.47	-2.87
αρχαίος	ADJ	ADJ	ADJ	ADJ		3.0	3.0	1.0	1.0	1.0	2.0	-1	0	-1	0	-0.5	-1.0	-1.87
αρχαίος	N/A	ADJ	ADJ	ADJ		3.0	3.0	1.0	1.0	1.0	2.0	0	0	-1	0	-0.25	-0.75	-1.33
αρχιδάτος	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.25	2.75	1.0	2.5	1	1	1	1	1.0	1.25	2.93
αρχίδι	NOUN	NOUN	NOUN	NOUN		4.75	4.75	1.5	1.0	1.25	2.5	-1	-1	-1	-1	-1.0	-1.9	-3.79
αρχίδι	N/A	NOUN	NOUN	NOUN		4.67	4.67	1.67	1.0	1.33	1.67	0	-1	-1	-1	-0.75	-1.7	-3.36
αρχικλέφταρος	NOUN	NOUN	NOUN	NOUN		3.5	4.0	1.25	1.0	1.25	2.5	-1	-1	-1	-1	-1.0	-1.68	-3.32
αρχικλέφτης	NOUN	NOUN	NOUN	NOUN		3.5	4.0	1.25	1.0	1.25	2.25	-1	-1	-1	-1	-1.0	-1.69	-3.34
αρχιμασόνος	NOUN	NOUN	NOUN	NOUN		3.33	3.0	2.33	1.0	1.67	2.33	-1	0	-1	-1	-0.75	-1.47	-2.87
αρχιμαφιόζος	NOUN	NOUN	NOUN	NOUN		3.25	3.25	2.25	1.0	1.25	2.25	-1	-1	-1	-1	-1.0	-1.69	-3.34
αρχιτέκτονας	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	2.0	0	0	1	0	0.25	0.55	1.44
αρχιτεμπέλα	NOUN	NOUN	NOUN	NOUN		3.0	3.25	1.0	1.0	1.0	1.5	-1	-1	-1	-1	-1.0	-1.55	-3.04
αρχιτεμπέλης	NOUN	NOUN	NOUN	NOUN		3.0	3.25	1.0	1.0	1.0	1.5	-1	-1	-1	-1	-1.0	-1.55	-3.04
αρχιψεύτης	NOUN	NOUN	NOUN	NOUN		3.25	3.5	1.25	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.61	-3.17
αρχιψεύτρα	NOUN	NOUN	NOUN	NOUN		3.25	3.5	1.25	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.61	-3.17
αρχομανής	ADJ	ADJ	NOUN	ADJ		2.5	2.75	1.25	1.0	1.0	1.5	-1	-1	-1	-1	-1.0	-1.48	-2.89
αρχοντάνθρωπος	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.5	1.0	2.5	1	1	1	1	1.0	1.22	2.87
αρχοντο-	ADP	N/A	OTHER	N/A		1.0	1.0	1.0	3.5	1.0	4.0	1	0	1	0	0.5	1.0	2.4
ασάκια	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.33	3.67	1.67	3.67	1	0	1	-1	0.25	0.67	1.7
άσβεστος -η -ο	ADJ	ADJ	ADJ	ADJ		1.67	1.0	2.0	1.67	1.67	1.0	0	0	0	0	0.0	-0.25	-0.27
άσεμνος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	3.0	1.0	1.0	1.0	1.0	-1	0	-1	-1	-0.75	-1.2	-2.29
ασίγαστος -η -ο	ADJ	ADJ	ADJ	ADJ		1.67	1.0	1.0	1.0	1.0	1.33	0	0	0	0	0.0	-0.2	-0.16
ασκέρι	NOUN	NOUN	NOUN	NOUN		2.0	2.67	2.33	1.0	1.0	2.0	-1	-1	-1	0	-0.75	-1.25	-2.4
άσμα	NOUN	NOUN	NOUN	NOUN		1.33	2.67	1.0	2.33	1.0	2.0	0	0	-1	1	0.0	-0.03	0.2
άσος	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.5	2.5	1	0.5	1	1	0.88	1.25	2.93
ασπίδα 	NOUN	NOUN	NOUN	NOUN		1.0	1.5	2.0	1.5	1.0	1.0	-0.5	0	-1	0	-0.38	-0.58	-0.97
άσπονδος	ADJ	ADJ	ADJ	ADJ		3.67	3.0	1.33	1.0	1.67	1.67	-1	0	-1	-1	-0.75	-1.43	-2.78
ασπόνδυλος	ADJ	ADJ	ADJ	ADJ		3.0	3.0	2.0	1.0	1.0	1.0	-1	0	-1	0	-0.5	-1.15	-2.19
ασπροπρόσωπος -η -ο	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.0	1.5	3.0	1	1	1	1	1.0	1.3	3.04
ασπρουλιάρης	NOUN	ADJ	ADJ	NOUN		2.0	3.67	1.33	1.0	1.33	2.0	-1	0	-1	-1	-0.75	-1.28	-2.46
ασσάκια	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.33	3.67	1.67	3.67	1	0	1	-1	0.25	0.67	1.7
άσσος	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.5	1.5	2.5	1	0.5	1	1	0.88	1.25	2.93
αστάθεια	NOUN	NOUN	NOUN	NOUN		1.33	1.33	2.33	1.0	1.33	1.0	-1	0	-1	-1	-0.75	-1.13	-2.14
άστατος -η -ο	ADJ	ADJ	ADJ	ADJ		1.67	1.67	2.33	1.0	1.0	1.33	-1	0	-1	-1	-0.75	-1.15	-2.19
αστοιχείωτος	ADJ	ADJ	ADJ	ADJ		2.5	3.0	1.0	1.0	1.25	1.25	-1	-1	-1	-1	-1.0	-1.51	-2.95
άστοργος -η -ο	ADJ	ADJ	ADJ	ADJ		2.33	3.33	1.33	1.0	2.67	1.33	-1	0	-1	-1	-0.75	-1.45	-2.83
αστράφτω	VERB	VERB	VERB	VERB		2.33	1.0	1.0	5.0	1.0	4.33	1	0.5	1	0	0.62	1.3	3.04
ασυγκράτητος -η -ο	ADJ	ADJ	ADJ	ADJ		1.67	1.67	1.33	2.0	1.0	2.33	0	0	0	0	0.0	-0.05	0.16
ασυναίσθητος -η -ο	ADJ	ADJ	ADJ	ADJ		1.5	1.75	1.0	1.0	2.0	1.5	-1	-1	-1	-0.5	-0.88	-1.23	-2.36
ασύνδετος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	1.5	1.0	1.0	1.0	1.0	-1	0	-1	0	-0.5	-0.8	-1.44
ασφάλεια	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	2.0	1	1	1	1	1.0	1.3	3.04
ασφαλής -ής -ές	ADJ	ADJ	ADJ	ADJ		1.0	1.0	1.0	3.0	1.0	2.0	1	1	1	1	1.0	1.3	3.04
ασφαλίτης	NOUN	NOUN	NOUN	NOUN		3.0	2.75	2.25	1.0	1.0	1.0	-1	-1	-1	-1	-1.0	-1.65	-3.25
ασφυκτικός -ή -ό	ADJ	ADJ	ADJ	ADJ		1.75	2.0	2.5	1.0	1.75	1.25	-1	-1	-1	-1	-1.0	-1.54	-3.02
ασφυκτιώ	VERB	VERB	VERB	VERB		1.75	2.0	2.5	1.0	1.75	1.25	-1	-1	-1	-1	-1.0	-1.54	-3.02
ασφυξία	NOUN	NOUN	NOUN	NOUN		1.67	2.0	2.67	1.0	2.0	1.67	-1	-1	-1	0	-0.75	-1.3	-2.51
άσχημος -η -ο	ADJ	ADJ	ADJ	ADJ		1.25	3.75	1.0	1.0	1.5	1.5	-1	-1	-1	-1	-1.0	-1.48	-2.89
ατάραχος -η -ο	ADJ	ADJ	ADJ	ADJ		1.5	1.5	1.0	1.25	1.0	2.0	-1	-0.5	-1	1	-0.38	-0.53	-0.86
άτεγκτος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	2.25	1.5	1.0	1.5	2.0	-1	-0.5	-1	-1	-0.88	-1.31	-2.53
ατρόμητος -η -ο	ADJ	ADJ	ADJ	ADJ		1.25	1.0	1.0	2.5	1.0	2.25	1	1	-1	1	0.5	0.69	1.74
άτρομος -η -ο	ADJ	ADJ	ADJ	ADJ		1.33	1.0	1.0	2.67	1.0	2.67	-1	0	-1	1	-0.25	-0.02	0.22
αυθαδόμουτρο	NOUN	NOUN	NOUN	NOUN		3.5	3.0	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.56	-3.06
αυλή	NOUN	NOUN	NOUN	NOUN		2.67	3.0	1.0	1.0	1.33	1.67	-1	-1	-1	0	-0.75	-1.27	-2.44
αυριανισμός	NOUN	NOUN	NOUN	NOUN		2.5	3.25	1.25	1.0	1.25	1.5	-1	-1	-1	-1	-1.0	-1.55	-3.04
αυταπάτη	NOUN	NOUN	NOUN	NOUN		2.0	1.0	1.33	1.0	1.67	2.0	-1	0	-1	-1	-0.75	-1.05	-1.97
αυτή	PRON	PRON	PRON	PRON		1.0	1.0	1.0	1.0	1.0	1.0	0	-1	0	0	-0.25	-0.4	-0.59
αυτί	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
αυτοϊκανοποίηση	NOUN	NOUN	NOUN	NOUN		1.67	2.67	1.0	1.67	1.0	2.33	-1	0	-1	-0.5	-0.62	-0.8	-1.44
αυτοϊκανοποιούμαι	VERB	VERB	VERB	VERB		1.67	3.0	1.0	1.33	1.0	2.33	-1	0	-1	-1	-0.75	-1.03	-1.93
αυτοκυριαρχία	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.67	1.0	2.33	1	0	1	1	0.75	1.0	2.4
αυτοκυριαρχούμαι	VERB	VERB	VERB	VERB		1.0	1.0	1.0	2.67	1.0	2.33	1	0	1	1	0.75	1.0	2.4
αυτός	PRON	PRON	PRON	PRON		1.0	1.0	1.0	1.0	1.0	1.0	0	-1	0	0	-0.25	-0.4	-0.59
αυτός	N/A	PRON	PRON	PRON		1.0	1.0	1.0	1.0	1.0	1.0	0	-1	0	0	-0.25	-0.4	-0.59
αυτός	N/A	PRON	PRON	PRON		1.0	1.0	1.0	1.0	1.0	1.0	0	-1	0	0	-0.25	-0.4	-0.59
αυτοσεβασμός	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.67	1.0	2.67	1	0	1	1	0.75	1.02	2.44
αυτοσυγκράτηση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.67	1.0	2.67	1	0	1	1	0.75	1.02	2.44
αυτοσυγκρατούμαι	VERB	VERB	VERB	VERB		1.67	1.67	1.0	3.33	1.0	3.67	1	0	1	0.5	0.62	0.94	2.27
αυτοσυναίσθημα	NOUN	NOUN	NOUN	NOUN		1.67	1.33	1.33	1.67	1.33	1.33	0	0	0	0	0.0	-0.17	-0.1
αυτοτέλεια	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	3.0	1.0	1.5	1	0	1	0	0.5	0.78	1.93
αφαιρώ	VERB	VERB	VERB	VERB		2.33	1.67	1.33	1.0	1.67	1.33	-1	0	-1	-1	-0.75	-1.18	-2.25
αφεντιά	NOUN	NOUN	NOUN	NOUN		1.67	2.33	1.0	1.67	1.0	1.67	1	0	-1	-1	-0.25	-0.43	-0.65
αφή 	NOUN	NOUN	NOUN	NOUN		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
αφηγούμαι	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
αφηνιάζω	VERB	VERB	VERB	VERB		4.0	2.5	1.5	1.0	1.25	2.5	-1	-1	-1	-1	-1.0	-1.6	-3.15
αφιλανθρωπία	NOUN	NOUN	NOUN	NOUN		1.67	2.67	1.33	1.0	3.0	2.0	-1	0	-1	-1	-0.75	-1.32	-2.55
αφιλάνθρωπος -η -ο	ADJ	ADJ	ADJ	ADJ		2.0	2.67	1.33	1.0	3.0	2.0	-1	0	-1	-1	-0.75	-1.35	-2.61
αφιονίζω	VERB	VERB	VERB	VERB		4.33	2.67	2.67	1.33	1.67	2.67	-1	-1	-1	0	-0.75	-1.48	-2.89
άφοβος -η -ο	ADJ	ADJ	ADJ	ADJ		1.67	1.0	1.0	1.0	1.0	2.0	1	0	-1	1	0.25	0.08	0.44
αφοσίωση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	2.75	1.0	2.25	1	1	1	1	1.0	1.26	2.95
αφυπνίζω	VERB	VERB	VERB	VERB		1.0	1.0	1.0	1.67	1.0	2.33	1	0	1	0.5	0.62	0.67	1.7
αφύπνιση	NOUN	NOUN	NOUN	NOUN		1.0	1.0	1.0	1.67	1.0	2.33	1	0	1	0.5	0.62	0.67	1.7
άφωνος -η -ο	ADJ	ADJ	ADJ	ADJ		1.5	1.5	2.25	2.0	1.75	5.0	0	0	0	0	0.0	-0.05	0.16
αχ	INTJ	INTJ	INTJ	INTJ		2.5	2.5	2.75	2.75	3.5	4.25	0	0	0	0	0.0	-0.36	-0.5
αχάριστος -η -ο	ADJ	ADJ	ADJ	ADJ		2.5	2.75	1.0	1.0	1.25	1.5	-1	-1	-1	-1	-1.0	-1.48	-2.89
αχόρταγος -η -ο	ADJ	ADJ	ADJ	ADJ		2.25	2.75	1.0	1.0	1.0	1.75	-1	-1	-1	-1	-1.0	-1.41	-2.74
αχυράνθρωπος	NOUN	NOUN	NOUN	NOUN		2.75	3.25	1.0	1.0	1.0	1.25	-1	-1	-1	-1	-1.0	-1.54	-3.02
αψιθυμία	NOUN	NOUN	NOUN	NOUN		3.25	2.0	1.5	1.5	1.5	2.25	-1	-0.5	-1	-0.5	-0.75	-1.16	-2.21
βαθύς -ιά -ύ	ADJ	ADJ	ADJ	ADJ		1.5	2.0	1.0	1.5	2.0	2.5	0	0	0	0	0.0	-0.23	-0.22
βαλκάνιος	ADJ	NOUN	ADJ	ADJ		3.0	3.0	2.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-1.12	-2.12
βαραίνω	VERB	VERB	VERB	VERB		1.75	1.75	1.0	1.0	2.25	1.75	-1	-1	-1	-1	-1.0	-1.39	-2.7
βαρέλα	NOUN	NOUN	NOUN	NOUN		3.33	3.33	1.0	1.0	1.0	1.33	-1	0	-1	-1	-0.75	-1.35	-2.61
βαρελάκι	NOUN	NOUN	NOUN	NOUN		3.33	3.33	1.0	1.0	1.0	1.33	-1	0	-1	-1	-0.75	-1.35	-2.61
βαρέλι	NOUN	NOUN	NOUN	NOUN		4.0	3.5	1.0	1.0	1.0	1.5	-1	0	-1	0	-0.5	-1.17	-2.23
βαριέμαι	VERB	VERB	VERB	VERB		1.0	2.5	1.0	1.0	1.5	1.5	-1	-1	-1	-1	-1.0	-1.32	-2.55
βαριεστημάρα	NOUN	NOUN	NOUN	NOUN		1.0	2.5	1.0	1.0	1.5	1.5	-1	-1	-1	-1	-1.0	-1.32	-2.55
βαριεστημένος -η -ο	ADJ	PART	PART	PART		1.0	2.5	1.0	1.0	1.5	1.5	-1	-1	-1	-1	-1.0	-1.32	-2.55
βαριεστώ	VERB	VERB	VERB	VERB		1.0	2.5	1.0	1.0	1.5	1.5	-1	-1	-1	-1	-1.0	-1.32	-2.55
βάρος	NOUN	NOUN	NOUN	NOUN		1.75	2.5	1.0	1.0	2.25	1.5	-1	-1	-1	-1	-1.0	-1.48	-2.89
βαρύμαγκας	NOUN	NOUN	NOUN	NOUN		2.67	3.67	1.33	1.0	1.0	1.67	-1	0	-1	-1	-0.75	-1.33	-2.57
βαρυπενθούν	PART	ADJ	ADJ	ADJ		1.5	1.75	1.25	1.0	4.5	1.25	-1	-1	-1	-1	-1.0	-1.64	-3.23
βαρυπενθούσα	PART	ADJ	ADJ	ADJ		1.5	1.75	1.25	1.0	4.5	1.25	-1	-1	-1	-1	-1.0	-1.64	-3.23
βαρυπενθών	PART	ADJ	ADJ	ADJ		1.5	1.75	1.25	1.0	4.5	1.25	-1	-1	-1	-1	-1.0	-1.64	-3.23
βαρύς -ιά -ύ	ADJ	ADJ	ADJ	ADJ		1.25	2.25	1.0	1.0	3.25	1.25	-1	-1	-1	0	-0.75	-1.26	-2.42
βαρυστομαχιά	NOUN	NOUN	NOUN	NOUN		1.0	2.75	1.0	1.0	1.75	1.25	-1	-1	-1	-1	-1.0	-1.39	-2.7
βαρυστομαχιάζω	VERB	VERB	VERB	VERB		1.0	2.75	1.0	1.0	1.75	1.25	-1	-1	-1	-1	-1.0	-1.39	-2.7
βαφτιστικός	ADJ	NOUN	ADJ	ADJ		1.0	1.0	1.0	3.5	1.0	2.0	1	0	1	0	0.5	0.9	2.19
βγαίνω	VERB	VERB	VERB	VERB		N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0.0	0.0	0.27
